year,cellid,waterpix,clearpix,waterobs,clearobs
1994, 138_-016, 0, 0, 0, 0
1994, 127_-017, 17583, 14908511, 43507, 180855029
1994, 126_-023, 9477, 15999831, 10994, 148446044
1994, 131_-032, 5287, 8825428, 7429, 29721196
1994, 120_-023, 68265, 15942020, 77739, 186231134
1994, 131_-025, 17285, 15679138, 17462, 116842212
1994, 149_-026, 19480, 15157243, 54118, 123417033
1994, 139_-015, 0, 0, 0, 0
1994, 136_-015, 51561, 1675155, 247137, 9225476
1994, 134_-017, 3647, 15988176, 4743, 135113595
1994, 143_-043, 0, 0, 0, 0
1994, 137_-024, 26229, 15992364, 37966, 137439461
1994, 125_-018, 96336, 14629458, 101112, 132662847
1994, 151_-034, 502994, 4644612, 2057647, 24001940
1994, 145_-014, 0, 0, 0, 0
1994, 146_-022, 27924, 15886866, 59220, 227054816
1994, 116_-036, 29288, 242782, 75154, 711907
1994, 140_-012, 0, 0, 0, 0
1994, 134_-025, 1970, 15607368, 2971, 114381445
1994, 127_-021, 576931, 15996824, 4655175, 165398871
1994, 136_-025, 6709, 15999721, 8038, 149707549
1994, 129_-018, 13841, 15572023, 24696, 149890932
1994, 131_-019, 3545, 15999673, 3563, 92337592
1994, 148_-031, 700044, 15999927, 784336, 170827349
1994, 129_-026, 2643, 15682116, 2827, 175136717
1994, 123_-024, 3244, 15991569, 3279, 99891890
1994, 115_-034, 113744, 8890050, 311407, 25988608
1994, 116_-022, 55295, 15241942, 160687, 233064678
1994, 151_-022, 0, 0, 0, 0
1994, 125_-022, 949, 15901085, 956, 34924626
1994, 139_-016, 0, 0, 0, 0
1994, 123_-020, 6748, 15999990, 8200, 124709720
1994, 117_-026, 49698, 15979465, 52322, 263689964
1994, 122_-035, 26430, 54140, 48996, 112195
1994, 112_-025, 0, 0, 0, 0
1994, 148_-032, 57178, 15813841, 122486, 178981631
1994, 138_-031, 35777, 14764054, 59203, 116910263
1994, 124_-016, 321219, 5785075, 2451207, 56775419
1994, 138_-018, 30984, 15802823, 66564, 135849087
1994, 138_-036, 232446, 5633297, 1022519, 25770228
1994, 144_-039, 83108, 2300449, 127411, 3686484
1994, 131_-014, 21778, 15476381, 56714, 73651385
1994, 131_-018, 10497, 15984978, 12860, 178001205
1994, 137_-017, 114374, 12997899, 525350, 155250540
1994, 126_-025, 861, 15999742, 861, 124938605
1994, 127_-028, 8819, 15999564, 8819, 148630281
1994, 145_-020, 75330, 15340336, 121626, 245104155
1994, 139_-021, 38331, 14751104, 226261, 136199550
1994, 137_-026, 282, 15999726, 284, 136100478
1994, 134_-032, 167454, 15990807, 199253, 132297551
1994, 128_-021, 4418, 15987880, 6287, 125646673
1994, 153_-029, 111813, 6046917, 258243, 20402834
1994, 141_-017, 285043, 12019024, 1029803, 159316826
1994, 134_-013, 206412, 15243998, 488914, 130002298
1994, 117_-032, 83911, 15995526, 131720, 157104284
1994, 153_-033, 0, 0, 0, 0
1994, 131_-021, 463, 15999982, 964, 200633055
1994, 148_-026, 18529, 14767249, 48045, 158011926
1994, 148_-024, 357242, 15860544, 994193, 126856992
1994, 137_-032, 621118, 15936929, 768225, 139862993
1994, 118_-033, 68544, 15995322, 131933, 130658008
1994, 138_-024, 125784, 15997989, 291335, 179098362
1994, 142_-023, 246179, 15936268, 285515, 211034999
1994, 152_-031, 40473, 8778093, 92079, 34163530
1994, 145_-030, 192467, 15999935, 473016, 176288524
1994, 147_-034, 288580, 15915144, 1212067, 153443092
1994, 131_-023, 46344, 15796748, 47137, 217877524
1994, 130_-013, 292177, 5309892, 1016637, 29355088
1994, 137_-016, 47323, 469322, 226469, 4465592
1994, 123_-026, 260596, 15999166, 434832, 185145271
1994, 138_-026, 291985, 15999834, 739917, 120938541
1994, 141_-029, 281418, 15999536, 616432, 224427124
1994, 132_-028, 13069, 15888752, 13070, 80994194
1994, 149_-040, 0, 0, 0, 0
1994, 128_-018, 64655, 14563901, 113886, 190078042
1994, 127_-014, 32657, 615388, 211066, 4702739
1994, 149_-025, 26475, 15585901, 87151, 94459278
1994, 146_-018, 45845, 905589, 169186, 4035885
1994, 119_-021, 29819, 15573198, 108789, 173947775
1994, 141_-014, 221603, 6914899, 844359, 63551602
1994, 140_-014, 0, 0, 0, 0
1994, 117_-021, 313204, 5413188, 962643, 72320772
1994, 147_-021, 155694, 14056241, 1286371, 144892964
1994, 125_-032, 14456, 15999994, 19754, 104010337
1994, 151_-038, 0, 0, 0, 0
1994, 147_-041, 44974, 1419566, 83343, 3838916
1994, 128_-016, 1147631, 13942371, 3161433, 164770592
1994, 141_-013, 162961, 4090819, 534877, 21586792
1994, 144_-034, 25560, 15999623, 61250, 156467762
1994, 141_-021, 35202, 15999986, 54309, 232483540
1994, 150_-037, 107172, 877494, 645179, 6634563
1994, 135_-023, 6376, 15860160, 8416, 148332890
1994, 123_-018, 357761, 14090298, 1092664, 145326948
1994, 151_-027, 58302, 15476941, 156816, 163698465
1994, 137_-019, 15911, 15910188, 19212, 208643998
1994, 153_-026, 71233, 1928014, 280538, 13190987
1994, 135_-022, 4568, 15913481, 5574, 116397012
1994, 124_-018, 86652, 15815324, 141716, 147853799
1994, 145_-017, 158481, 6120515, 664124, 42779397
1994, 138_-037, 0, 0, 0, 0
1994, 152_-032, 201343, 8259464, 515447, 35664787
1994, 137_-036, 181580, 6094288, 373998, 10439045
1994, 142_-031, 123641, 15969261, 392896, 223241368
1994, 141_-015, 93065, 6818168, 265390, 69835692
1994, 129_-013, 0, 0, 0, 0
1994, 125_-024, 18070, 15999986, 18071, 171227005
1994, 133_-016, 20174, 15965253, 22848, 228570499
1994, 135_-026, 94419, 15999277, 132694, 165428967
1994, 139_-031, 15451, 13830841, 15543, 137145512
1994, 120_-030, 497983, 15995278, 888635, 92368264
1994, 124_-019, 35839, 15863219, 112487, 120318300
1994, 133_-017, 14241, 15999963, 15877, 205663141
1994, 144_-031, 599832, 15997539, 1374549, 191440273
1994, 136_-031, 30309, 15999465, 42690, 159463060
1994, 123_-028, 43209, 15998510, 43399, 124747506
1994, 123_-015, 0, 0, 0, 0
1994, 125_-031, 34675, 15999997, 54393, 75167435
1994, 124_-025, 64921, 15999868, 64962, 87865089
1994, 117_-023, 11716, 13892524, 15961, 183456276
1994, 146_-016, 0, 0, 0, 0
1994, 140_-031, 24453, 15999963, 39624, 161526686
1994, 143_-017, 93855, 15985718, 194610, 222225064
1994, 144_-019, 13424, 15683738, 31884, 156816286
1994, 142_-028, 91317, 15986991, 137263, 181431118
1994, 138_-019, 13709, 15557545, 20612, 145587242
1994, 117_-028, 248105, 15989422, 575572, 206383518
1994, 149_-028, 97551, 15988811, 169927, 215003881
1994, 124_-030, 3153, 15999910, 3514, 72525415
1994, 144_-020, 15216, 15327686, 34800, 167121632
1994, 130_-031, 1565, 16000000, 1716, 68291024
1994, 118_-020, 286, 1144, 2077, 20409
1994, 147_-035, 23655, 15845608, 62564, 186654689
1994, 136_-030, 8692, 15980559, 10848, 192650715
1994, 117_-031, 212206, 15999839, 306308, 168605089
1994, 116_-024, 176944, 15178637, 206832, 251380112
1994, 118_-036, 7559, 23213, 26750, 91582
1994, 130_-016, 164328, 14455293, 620319, 151895192
1994, 141_-036, 39855, 15993936, 126614, 86829962
1994, 141_-016, 238470, 7951179, 1180529, 87189176
1994, 149_-020, 0, 0, 0, 0
1994, 124_-031, 1396, 15999890, 1594, 35619851
1994, 136_-022, 88152, 15999082, 91993, 133016542
1994, 146_-031, 130344, 15995301, 150287, 59189120
1994, 112_-026, 6708, 274162, 20936, 1511818
1994, 152_-029, 17606, 11304100, 37103, 55786909
1994, 151_-028, 256203, 15708643, 442964, 132227255
1994, 131_-012, 149378, 4000476, 267962, 10199980
1994, 136_-012, 59979, 720271, 99687, 1203916
1994, 146_-039, 230804, 10307198, 1279956, 87179575
1994, 127_-025, 2872, 15910158, 2873, 210871401
1994, 128_-015, 841670, 2524360, 1702439, 19315893
1994, 125_-033, 4157, 8419157, 8970, 43697626
1994, 150_-033, 47713, 9563905, 140505, 39545288
1994, 150_-034, 141603, 8960327, 456170, 42306258
1994, 150_-024, 293193, 12543241, 1434396, 104203440
1994, 129_-020, 24936, 15916102, 70116, 143891318
1994, 119_-020, 20195, 322057, 71014, 3196818
1994, 138_-038, 0, 0, 0, 0
1994, 132_-025, 3816, 14645308, 4045, 61578928
1994, 121_-032, 1552224, 15966311, 2407133, 109212506
1994, 147_-031, 733990, 15998947, 949041, 152634143
1994, 145_-031, 225426, 15964871, 593065, 144449337
1994, 145_-033, 3747, 15932895, 18802, 87228941
1994, 146_-044, 419852, 4559201, 1494991, 23886708
1994, 120_-024, 17940, 15970368, 23690, 154838318
1994, 126_-014, 77083, 1082726, 413240, 8183829
1994, 117_-033, 49306, 15995144, 131373, 131085428
1994, 147_-023, 174663, 15935486, 280650, 184502077
1994, 146_-025, 12620, 15666167, 20565, 179645019
1994, 149_-034, 94987, 12917617, 362227, 89968916
1994, 147_-028, 9442, 16000000, 17373, 146394427
1994, 142_-032, 34293, 15905711, 247364, 207271927
1994, 129_-017, 24264, 15147948, 31151, 154576188
1994, 138_-022, 50918, 15999998, 77404, 197913821
1994, 114_-036, 0, 0, 0, 0
1994, 140_-035, 211993, 15994064, 358825, 52420074
1994, 144_-032, 33664, 15991971, 81080, 127768752
1994, 114_-035, 37, 62, 37, 62
1994, 137_-015, 0, 0, 0, 0
1994, 135_-029, 29790, 15990528, 40587, 182830714
1994, 126_-024, 1551, 15999721, 1551, 126632391
1994, 120_-033, 689581, 15998421, 2224901, 157260426
1994, 140_-015, 0, 0, 0, 0
1994, 144_-015, 184282, 8519144, 279776, 21825403
1994, 147_-045, 0, 0, 0, 0
1994, 121_-027, 93536, 15999398, 178991, 164742801
1994, 142_-025, 60300, 15977949, 80884, 247476854
1994, 140_-027, 1419563, 15889513, 2289263, 180104422
1994, 145_-035, 486186, 15999843, 1103360, 75352601
1994, 142_-013, 106140, 15818514, 296594, 94865396
1994, 134_-016, 11803, 15920451, 19019, 122974920
1994, 143_-035, 187474, 15999604, 517830, 119595141
1994, 150_-032, 86066, 13306474, 177349, 88222135
1994, 140_-011, 0, 0, 0, 0
1994, 149_-022, 128043, 4532809, 498572, 41525761
1994, 124_-033, 5388, 14766212, 9224, 38646020
1994, 117_-030, 452054, 15966321, 960915, 165388992
1994, 135_-037, 0, 0, 0, 0
1994, 139_-022, 837, 15685096, 1594, 142325064
1994, 137_-025, 313, 15999979, 364, 146597739
1994, 115_-033, 397080, 4854237, 1588911, 25658059
1994, 141_-034, 166187, 16000000, 1088564, 175404424
1994, 137_-023, 18146, 15970694, 30647, 162448879
1994, 118_-030, 32693, 15999937, 83400, 142661539
1994, 117_-035, 65598, 15588190, 198377, 43224675
1994, 130_-033, 0, 0, 0, 0
1994, 130_-024, 2246, 15941001, 2449, 148935211
1994, 131_-017, 18840, 15904198, 44333, 180851969
1994, 118_-024, 9070, 15015961, 10755, 177006599
1994, 152_-026, 245974, 12865695, 1111854, 90166512
1994, 131_-013, 397780, 12289941, 998008, 54335500
1994, 116_-033, 65557, 15573555, 175460, 76627802
1994, 139_-028, 2743, 4660021, 2743, 10004388
1994, 152_-030, 53355, 10087537, 153605, 44883506
1994, 148_-030, 244705, 15999569, 561182, 154884752
1994, 150_-035, 252806, 10065581, 1342516, 59706744
1994, 143_-011, 0, 0, 0, 0
1994, 138_-035, 146213, 10863823, 420634, 47499052
1994, 129_-028, 1662, 15942606, 2029, 146963667
1994, 115_-030, 286751, 15983065, 785610, 129333106
1994, 132_-017, 2979, 15999942, 4166, 209308336
1994, 144_-035, 182469, 15999855, 389400, 126549974
1994, 116_-026, 13935, 15975518, 20610, 251081611
1994, 133_-012, 151421, 4114721, 640617, 34402104
1994, 120_-029, 521951, 15997330, 835190, 112425460
1994, 140_-038, 167776, 12483983, 295996, 27149386
1994, 121_-030, 951915, 15998850, 2002351, 117179682
1994, 148_-025, 213088, 14544793, 294700, 124355079
1994, 120_-022, 42672, 15460171, 52374, 186267959
1994, 150_-038, 5286, 38118, 21448, 196650
1994, 134_-027, 19110, 15997023, 29846, 140985365
1994, 152_-027, 60299, 12126291, 243003, 75213209
1994, 140_-039, 2545, 201789, 3382, 323709
1994, 122_-016, 0, 0, 0, 0
1994, 126_-019, 84344, 15002670, 109689, 155835128
1994, 141_-023, 32547, 15940736, 51800, 243554051
1994, 139_-030, 35626, 15910452, 36744, 184243675
1994, 143_-038, 153182, 15436859, 368575, 44591981
1994, 148_-021, 190608, 8919333, 731241, 72389873
1994, 130_-021, 14724, 15588589, 14745, 35127271
1994, 116_-020, 0, 0, 0, 0
1994, 139_-034, 5506, 15871168, 5604, 137025548
1994, 114_-026, 59478, 15027412, 114149, 175386731
1994, 137_-018, 19338, 15432827, 49921, 176367920
1994, 140_-022, 6679, 15487101, 9505, 204890118
1994, 147_-036, 111915, 14099206, 650083, 164157538
1994, 137_-029, 395887, 15925091, 474990, 105989098
1994, 152_-033, 366512, 4007332, 1311076, 15672600
1994, 135_-020, 8635, 16000000, 11542, 129637630
1994, 129_-025, 4592, 15656651, 4656, 114912199
1994, 133_-031, 103, 15998849, 103, 115653578
1994, 150_-029, 88281, 15971022, 312017, 153911077
1994, 144_-036, 385604, 15005037, 698114, 70272130
1994, 128_-023, 51937, 15995759, 55229, 122481913
1994, 147_-018, 0, 0, 0, 0
1994, 151_-031, 11824, 13974200, 34375, 76681242
1994, 136_-026, 202, 15999662, 202, 141607995
1994, 141_-027, 189505, 15977953, 440239, 180516374
1994, 121_-025, 34448, 15999785, 45882, 106480059
1994, 133_-020, 1237, 15999582, 2011, 113990848
1994, 134_-024, 2776, 14276092, 3024, 68232943
1994, 148_-022, 45732, 13594663, 173516, 112835109
1994, 145_-023, 109258, 15994355, 434007, 272023031
1994, 131_-028, 12473, 15997538, 12474, 79964349
1994, 137_-021, 29868, 16000000, 64823, 182728395
1994, 127_-031, 2552, 16000000, 2857, 37077224
1994, 127_-033, 10526, 2975913, 18061, 5187230
1994, 132_-033, 6337, 175177, 11485, 353799
1994, 141_-039, 5429, 3260108, 6285, 5437068
1994, 124_-017, 203715, 11542435, 1430714, 132766784
1994, 151_-037, 0, 0, 0, 0
1994, 136_-020, 36992, 15999998, 44206, 156882029
1994, 124_-015, 30907, 99966, 161076, 634635
1994, 133_-015, 34149, 15752587, 59004, 206865440
1994, 117_-036, 46131, 755754, 111748, 2149358
1994, 140_-013, 0, 0, 0, 0
1994, 148_-039, 0, 0, 0, 0
1994, 146_-040, 23975, 129980, 152384, 1002567
1994, 115_-023, 63876, 15862707, 97792, 253021564
1994, 131_-016, 16549, 15177654, 37814, 119875718
1994, 129_-022, 3434, 15996134, 4562, 67602309
1994, 146_-034, 49122, 15831752, 266852, 133736793
1994, 151_-023, 0, 0, 0, 0
1994, 116_-028, 45097, 15998632, 143624, 221051352
1994, 143_-021, 13541, 15920685, 21883, 223780283
1994, 149_-027, 18782, 15975513, 72102, 173693569
1994, 137_-037, 8442, 204704, 12385, 318955
1994, 136_-029, 73988, 15958225, 83564, 188659261
1994, 146_-038, 133427, 5219870, 714132, 40647101
1994, 122_-023, 134164, 15929929, 206767, 144188012
1994, 145_-043, 288299, 6379058, 839391, 27756641
1994, 146_-021, 277735, 15684245, 2112759, 234722663
1994, 119_-023, 570722, 15502032, 4162987, 230344575
1994, 133_-018, 5029, 15999925, 11246, 168126336
1994, 145_-040, 0, 0, 0, 0
1994, 146_-045, 0, 0, 0, 0
1994, 139_-017, 69147, 1613036, 311151, 10975160
1994, 131_-031, 63, 15999998, 63, 61703836
1994, 146_-028, 69219, 15999996, 123782, 197939205
1994, 146_-041, 572, 2865, 1027, 8122
1994, 127_-019, 11754, 15709436, 21423, 155069168
1994, 142_-024, 40617, 15986363, 50841, 211056272
1994, 140_-026, 2913458, 15993579, 4495223, 206892037
1994, 115_-022, 456567, 9281445, 1454265, 122001459
1994, 133_-011, 605, 1727, 605, 1732
1994, 125_-028, 1160, 15999817, 1199, 94919563
1994, 123_-022, 2314, 15999972, 2350, 130673458
1994, 129_-011, 0, 0, 0, 0
1994, 150_-030, 47343, 15280293, 92083, 128058301
1994, 135_-011, 0, 0, 0, 0
1994, 130_-019, 12790, 15993205, 13000, 131405989
1994, 141_-011, 0, 0, 0, 0
1994, 135_-017, 2830, 15756994, 4117, 104607683
1994, 134_-020, 2280, 15987516, 3417, 138835803
1994, 115_-028, 105560, 15991853, 180582, 251140295
1994, 118_-028, 112965, 15997414, 217932, 215061817
1994, 144_-038, 74695, 12607047, 142606, 23460510
1994, 130_-011, 0, 0, 0, 0
1994, 144_-018, 19910, 14695716, 48249, 214072121
1994, 120_-028, 102136, 15994721, 214449, 153428501
1994, 126_-034, 0, 0, 0, 0
1994, 128_-014, 0, 0, 0, 0
1994, 139_-024, 1940707, 15998670, 2008445, 194718564
1994, 122_-033, 141788, 15995784, 184073, 54195707
1994, 128_-030, 37452, 15999940, 40902, 107965680
1994, 131_-026, 6365, 11117400, 7076, 86943958
1994, 144_-011, 0, 0, 0, 0
1994, 120_-031, 51686, 15997328, 132370, 143714034
1994, 126_-030, 19239, 15999913, 20086, 84393249
1994, 143_-028, 212824, 15993847, 369131, 241047930
1994, 142_-011, 68461, 1320065, 134924, 3219788
1994, 116_-031, 137117, 15994178, 318701, 174297789
1994, 114_-021, 0, 0, 0, 0
1994, 121_-031, 541847, 15977959, 665573, 99302807
1994, 123_-023, 98205, 15980946, 162528, 113931866
1994, 129_-014, 47492, 1758690, 127165, 12546487
1994, 126_-020, 185505, 15997577, 383956, 161065204
1994, 148_-028, 57072, 15999247, 268955, 168963631
1994, 143_-024, 264702, 15994414, 307748, 147829753
1994, 140_-028, 959733, 15822089, 2195151, 141933772
1994, 152_-036, 0, 0, 0, 0
1994, 130_-017, 24675, 14970094, 36639, 176335241
1994, 123_-032, 22333, 15982488, 29414, 57710405
1994, 116_-027, 12507, 15991685, 21981, 188496713
1994, 118_-027, 98841, 15991618, 150479, 207157126
1994, 145_-042, 294327, 10262637, 953699, 57309664
1994, 146_-037, 238293, 11695095, 885332, 67599679
1994, 144_-024, 57027, 15999346, 126268, 247717748
1994, 147_-025, 24425, 14599184, 40707, 137513450
1994, 122_-022, 22151, 15992037, 27257, 113786147
1994, 121_-022, 47412, 15924519, 61841, 172559080
1994, 133_-033, 66199, 3388472, 131726, 11376274
1994, 132_-014, 34860, 15208601, 66595, 121115284
1994, 125_-015, 263172, 6294774, 1262472, 41126693
1994, 121_-028, 208830, 15998389, 432217, 174084116
1994, 144_-023, 18431, 15998876, 40588, 258126271
1994, 136_-013, 187623, 9087888, 604797, 35639044
1994, 121_-026, 106803, 15997119, 164973, 125474215
1994, 121_-024, 6938, 15995403, 8431, 131722549
1994, 135_-032, 2138624, 15950501, 2663172, 107186942
1994, 136_-011, 0, 0, 0, 0
1994, 115_-036, 0, 0, 0, 0
1994, 149_-039, 0, 0, 0, 0
1994, 128_-033, 1963, 154077, 5231, 730937
1994, 145_-021, 11925, 15594037, 23100, 205583892
1994, 147_-044, 143114, 1856644, 304759, 4799885
1994, 122_-018, 16580, 10937086, 39068, 90577735
1994, 114_-022, 299585, 1906764, 451695, 10023867
1994, 129_-012, 0, 0, 0, 0
1994, 138_-020, 4066, 15920183, 10168, 200754677
1994, 143_-016, 24885, 15905752, 40681, 163735393
1994, 115_-025, 30846, 15806289, 40896, 174980137
1994, 126_-029, 15189, 15999954, 15200, 133807591
1994, 126_-015, 124724, 14028580, 607968, 114492412
1994, 151_-025, 201396, 12182590, 1079433, 109318106
1994, 113_-028, 6360, 406083, 32431, 4964766
1994, 151_-024, 176560, 2215004, 723902, 17102388
1994, 136_-037, 4370, 155355, 5571, 202837
1994, 148_-035, 64011, 14905891, 411757, 126219963
1994, 135_-028, 15876, 15971520, 22093, 155153556
1994, 153_-025, 22694, 394519, 65899, 1879446
1994, 141_-033, 9809, 15996446, 41542, 166143444
1994, 145_-041, 29904, 1633484, 74269, 7009812
1994, 124_-021, 3211, 15999923, 3211, 98666324
1994, 130_-026, 4293, 15813764, 4539, 142253384
1994, 122_-015, 0, 0, 0, 0
1994, 153_-031, 45899, 1121158, 117028, 4031889
1994, 135_-024, 3984, 15270125, 5158, 122769856
1994, 149_-033, 93166, 13434158, 508807, 127117596
1994, 133_-032, 135, 15999533, 156, 80166616
1994, 129_-021, 23968, 15221788, 33492, 76856113
1994, 152_-037, 0, 0, 0, 0
1994, 117_-025, 131699, 15598831, 134074, 237297806
1994, 134_-031, 5437, 15997101, 6388, 160683730
1994, 151_-036, 0, 0, 0, 0
1994, 139_-032, 4105, 15774127, 4543, 191302647
1994, 134_-035, 0, 0, 0, 0
1994, 113_-024, 251441, 5117672, 459172, 27079551
1994, 150_-025, 73924, 14568132, 182289, 146676723
1994, 143_-026, 295586, 15940383, 421474, 287224247
1994, 115_-020, 0, 0, 0, 0
1994, 138_-023, 52878, 15984503, 105041, 213991023
1994, 121_-021, 3236, 15996559, 3534, 142322395
1994, 116_-023, 68696, 14544034, 86252, 260160109
1994, 120_-035, 0, 0, 0, 0
1994, 138_-032, 88783, 14534701, 91282, 123265561
1994, 136_-027, 9394, 15999711, 13418, 114173120
1994, 134_-023, 3484, 15977174, 4451, 74418236
1994, 149_-042, 0, 0, 0, 0
1994, 148_-044, 1631, 2483, 2380, 4269
1994, 144_-025, 26778, 15905646, 52392, 235205021
1994, 119_-028, 73881, 15994153, 147375, 129007957
1994, 145_-034, 69450, 15957072, 145932, 59277397
1994, 134_-019, 313281, 15998025, 328855, 128898947
1994, 150_-036, 184786, 4930674, 1136847, 33632571
1994, 116_-032, 58261, 15627115, 168044, 144194003
1994, 144_-040, 2691, 80962, 3156, 114047
1994, 123_-016, 4286, 14081, 30404, 120480
1994, 134_-015, 28738, 15515695, 115639, 104456708
1994, 134_-036, 0, 0, 0, 0
1994, 137_-013, 0, 0, 0, 0
1994, 145_-027, 55832, 15998831, 82217, 228088181
1994, 136_-023, 7807, 15911210, 8797, 169851426
1994, 144_-030, 941110, 15999922, 1446207, 203426869
1994, 142_-026, 964234, 15996593, 1346591, 296151062
1994, 142_-036, 221313, 15998278, 567129, 114400985
1994, 144_-041, 53160, 1810149, 101061, 3718566
1994, 148_-034, 36552, 15046007, 178137, 118938918
1994, 133_-023, 570, 15858483, 611, 109346705
1994, 113_-026, 94490, 3456819, 370640, 21073902
1994, 145_-019, 28937, 14230720, 61693, 132247341
1994, 151_-026, 22094, 14299749, 89830, 153680941
1994, 118_-023, 102578, 13922498, 349259, 222295616
1994, 139_-020, 9658, 14810846, 30620, 163816159
1994, 134_-012, 25244, 348672, 129461, 2373412
1994, 132_-021, 4383, 15999431, 4865, 204671533
1994, 147_-029, 30679, 15999981, 97728, 153273136
1994, 128_-020, 16771, 15941705, 125446, 182094934
1994, 137_-033, 114758, 14644355, 279229, 124786816
1994, 137_-011, 0, 0, 0, 0
1994, 133_-026, 1943, 15976695, 3093, 83812785
1994, 142_-029, 1564697, 15968307, 3471264, 204848231
1994, 124_-029, 222855, 15997767, 358414, 111365474
1994, 124_-028, 117329, 15999678, 140454, 116412183
1994, 114_-023, 563653, 13417360, 809290, 85098303
1994, 148_-027, 16790, 15936159, 36391, 165148460
1994, 145_-024, 24120, 15998591, 40040, 251143168
1994, 152_-028, 204749, 12527834, 900338, 62663099
1994, 138_-028, 4501, 13867566, 5056, 53230308
1994, 146_-026, 25634, 15989881, 45254, 240535818
1994, 146_-024, 7308, 15976533, 12155, 170922482
1994, 126_-032, 2171, 15952013, 2503, 112611104
1994, 115_-032, 99820, 6813859, 494669, 50818749
1994, 138_-039, 0, 0, 0, 0
1994, 145_-039, 100619, 8044575, 262026, 30066948
1994, 135_-013, 151749, 13361777, 546191, 62186650
1994, 126_-021, 17141, 15993397, 25234, 118486002
1994, 132_-013, 755757, 13832812, 2261129, 95323756
1994, 132_-018, 1549, 16000000, 1549, 182866348
1994, 146_-032, 3123, 15982290, 5644, 93032961
1994, 137_-030, 41679, 15927198, 43529, 129227126
1994, 140_-023, 148268, 15993890, 149618, 197912980
1994, 130_-032, 13259, 9375501, 17053, 37893905
1994, 151_-021, 0, 0, 0, 0
1994, 150_-023, 251044, 7011429, 1081092, 50568367
1994, 124_-022, 8634, 15878623, 9095, 98417907
1994, 148_-037, 277413, 9268546, 2065819, 79009199
1994, 144_-027, 30761, 15995873, 42070, 178363398
1994, 141_-018, 195032, 15999977, 499534, 188918385
1994, 119_-022, 5932, 15077014, 9016, 196670075
1994, 119_-026, 222326, 15995325, 525037, 195153328
1994, 133_-028, 1276, 15985647, 1667, 69152003
1994, 117_-024, 54477, 15288448, 61712, 208265165
1994, 139_-026, 1512626, 15999306, 1897328, 192208306
1994, 147_-027, 5366, 15957702, 14222, 109018526
1994, 144_-037, 60326, 11906214, 91414, 31085297
1994, 128_-026, 31084, 15884447, 32595, 201877560
1994, 143_-020, 13861, 15089812, 23045, 246694239
1994, 138_-030, 73510, 15988894, 79762, 177334579
1994, 136_-032, 965803, 15717309, 1301372, 118844913
1994, 124_-014, 0, 0, 0, 0
1994, 136_-033, 85993, 15659835, 94570, 89185277
1994, 127_-022, 4706, 15998542, 6435, 165120075
1994, 138_-017, 63719, 3805872, 257178, 44776266
1994, 140_-021, 16335, 15590099, 41010, 207912719
1994, 140_-025, 1672294, 15999978, 2073513, 175776048
1994, 147_-038, 316810, 8487324, 2631984, 73780499
1994, 146_-029, 70106, 16000000, 116101, 156521803
1994, 150_-039, 0, 0, 0, 0
1994, 137_-027, 5658, 15977144, 5658, 100486322
1994, 134_-026, 18099, 15902412, 25008, 148135716
1994, 121_-033, 716767, 15985271, 1581455, 116653589
1994, 113_-030, 0, 0, 0, 0
1994, 113_-033, 0, 0, 0, 0
1994, 134_-029, 3302, 15989612, 4944, 114998644
1994, 114_-030, 31846, 976911, 178977, 11205063
1994, 153_-024, 0, 0, 0, 0
1994, 151_-035, 32230, 368973, 93630, 1973666
1994, 121_-020, 32275, 8773522, 32977, 72921965
1994, 125_-029, 5648, 15999934, 5789, 83716491
1994, 127_-016, 289696, 15214350, 1561810, 178607635
1994, 125_-017, 6298, 15251250, 14354, 172470026
1994, 131_-011, 0, 0, 0, 0
1994, 131_-022, 6145, 15998885, 6169, 211414784
1994, 132_-023, 4667, 15747747, 6133, 139218267
1994, 120_-026, 383396, 15971776, 843067, 182002849
1994, 117_-022, 37586, 14806776, 235988, 180816007
1994, 122_-020, 16011, 15999984, 31380, 101433352
1994, 119_-029, 1232694, 15992071, 2697678, 141201737
1994, 122_-026, 345783, 15996624, 426365, 184065777
1994, 138_-027, 151386, 15971329, 213768, 90440619
1994, 141_-028, 794393, 15972820, 1664095, 220614063
1994, 133_-024, 4360, 15104997, 5637, 78233735
1994, 147_-020, 270475, 6246834, 771649, 45467286
1994, 123_-031, 145531, 15999941, 159559, 64217474
1994, 152_-035, 0, 0, 0, 0
1994, 139_-023, 52613, 15987417, 58444, 214521453
1994, 144_-016, 53485, 13746245, 64552, 99744450
1994, 141_-037, 292585, 15905528, 735981, 54258589
1994, 130_-023, 7387, 15952871, 10888, 145304669
1994, 128_-024, 102580, 15991130, 103146, 139588650
1994, 146_-020, 80838, 11946441, 409488, 172417595
1994, 134_-021, 4132, 15759664, 4151, 103453585
1994, 153_-032, 3786, 78235, 12602, 381753
1994, 147_-043, 331557, 10849778, 1375476, 38158286
1994, 123_-036, 0, 0, 0, 0
1994, 130_-015, 42804, 14866688, 106993, 130359711
1994, 148_-033, 40795, 15671826, 125646, 158575695
1994, 118_-032, 47067, 15998078, 65216, 84244148
1994, 132_-020, 12765, 15999943, 17142, 141858450
1994, 117_-020, 0, 0, 0, 0
1994, 119_-027, 34675, 15998473, 43202, 123392439
1994, 122_-032, 573033, 15997336, 1229563, 81999212
