year,cellid,waterpix,clearpix,waterobs,clearobs
1987, 148_-021, 160228, 8920914, 713810, 81432453
1987, 130_-021, 119, 3922125, 119, 25033743
1987, 116_-020, 0, 0, 0, 0
1987, 139_-034, 3303, 15871168, 3365, 137374026
1987, 114_-026, 68495, 15027589, 258689, 248929998
1987, 137_-018, 8305, 15432827, 21914, 259689965
1987, 140_-022, 21312, 15487101, 29734, 283002651
1987, 147_-036, 90498, 14099217, 452587, 140068502
1987, 137_-029, 1630154, 15995278, 2522550, 77148529
1987, 152_-033, 386159, 4029936, 1823632, 21250161
1987, 135_-020, 23310, 16000000, 35205, 299073755
1987, 129_-025, 64185, 15656652, 97247, 198355836
1987, 133_-031, 156, 15998849, 157, 176232247
1987, 150_-029, 587195, 15971021, 964365, 201241262
1987, 144_-036, 385205, 15999468, 1097389, 126216923
1987, 128_-023, 1155731, 15992644, 2142896, 140284376
1987, 147_-018, 0, 0, 0, 0
1987, 151_-031, 30619, 13974288, 152341, 161553220
1987, 136_-026, 1395, 15999662, 1534, 256922487
1987, 141_-027, 294573, 15977953, 491472, 179064291
1987, 121_-025, 13536, 15999785, 16746, 148913529
1987, 133_-020, 1199, 15999582, 1506, 158847124
1987, 134_-024, 15483, 14276126, 45222, 213720026
1987, 148_-022, 55779, 13594667, 275014, 139557006
1987, 145_-023, 88154, 15994355, 206359, 320589357
1987, 131_-028, 467, 15997538, 479, 151285924
1987, 137_-021, 20472, 16000000, 77094, 263169024
1987, 127_-031, 1337, 16000000, 1348, 110716142
1987, 127_-033, 12042, 3150007, 26013, 9528109
1987, 132_-033, 11078, 196240, 47864, 1464066
1987, 141_-039, 20100, 4045380, 30360, 9547775
1987, 124_-017, 220061, 11542450, 2291976, 201877859
1987, 151_-037, 0, 0, 0, 0
1987, 136_-020, 52438, 15999998, 81818, 250350724
1987, 124_-015, 31586, 99966, 294084, 1175432
1987, 133_-015, 16636, 15752587, 33969, 159823178
1987, 117_-036, 41245, 765218, 72650, 1617064
1987, 140_-013, 0, 0, 0, 0
1987, 148_-039, 0, 0, 0, 0
1987, 146_-040, 23083, 128849, 62773, 380261
1987, 115_-023, 137728, 15862707, 241908, 293102985
1987, 131_-016, 6960, 15177662, 46708, 197611985
1987, 129_-022, 2000, 15999228, 2264, 66528368
1987, 146_-034, 74456, 15831765, 488029, 193067696
1987, 151_-023, 0, 0, 0, 0
1987, 116_-028, 73993, 15998632, 76829, 162510004
1987, 143_-021, 10615, 15920685, 16719, 282140767
1987, 149_-027, 46221, 15975513, 140930, 248017546
1987, 137_-037, 6441, 188400, 12562, 409128
1987, 136_-029, 429865, 15958225, 634561, 215022595
1987, 146_-038, 141777, 5218674, 486957, 30465514
1987, 122_-023, 151581, 15929556, 506458, 269791665
1987, 145_-043, 83711, 6357875, 198031, 16542881
1987, 146_-021, 300040, 15684245, 2079923, 245499134
1987, 119_-023, 550893, 15502032, 5802880, 257550181
1987, 133_-018, 3361, 15999925, 7376, 197566757
1987, 145_-040, 0, 0, 0, 0
1987, 146_-045, 0, 0, 0, 0
1987, 139_-017, 117972, 1616713, 678355, 18154568
1987, 131_-031, 334, 16000000, 334, 114481170
1987, 146_-028, 115335, 15999996, 335423, 245426103
1987, 146_-041, 415, 2419, 1225, 8472
1987, 127_-019, 6001, 15709439, 14485, 227445328
1987, 142_-024, 17352, 15986363, 26031, 248907194
1987, 140_-026, 992415, 15993579, 2307290, 251942267
1987, 115_-022, 460963, 9281445, 1837193, 148089684
1987, 133_-011, 693, 1745, 2855, 7452
1987, 125_-028, 918, 15999817, 918, 159584388
1987, 123_-022, 3752, 15999972, 3960, 165265439
1987, 129_-011, 0, 0, 0, 0
1987, 150_-030, 94084, 15280303, 290157, 179737901
1987, 135_-011, 0, 0, 0, 0
1987, 130_-019, 895, 15993205, 897, 200447005
1987, 141_-011, 0, 0, 0, 0
1987, 135_-017, 1616, 15756994, 3983, 214192005
1987, 134_-020, 13867, 15987516, 22601, 280139538
1987, 115_-028, 53900, 15991853, 72437, 188167832
1987, 118_-028, 11612, 15997459, 12629, 204352560
1987, 144_-038, 132167, 14674237, 589168, 93321769
1987, 130_-011, 0, 0, 0, 0
1987, 144_-018, 10681, 14695717, 39119, 209097166
1987, 120_-028, 4239, 15994723, 6451, 178974920
1987, 126_-034, 0, 0, 0, 0
1987, 128_-014, 0, 0, 0, 0
1987, 139_-024, 209873, 15998670, 259576, 260567493
1987, 122_-033, 73318, 15995995, 126444, 105859607
1987, 128_-030, 1473, 15999940, 1484, 131261651
1987, 131_-026, 66552, 15917462, 74378, 164486823
1987, 144_-011, 0, 0, 0, 0
1987, 120_-031, 10925, 15997328, 36781, 157905834
1987, 126_-030, 3018, 15999919, 3041, 118728859
1987, 143_-028, 177256, 15993847, 331758, 205057272
1987, 142_-011, 50604, 1137734, 71191, 2008988
1987, 116_-031, 123985, 15994141, 236672, 119739611
1987, 114_-021, 0, 0, 0, 0
1987, 121_-031, 51578, 15980496, 90289, 133909611
1987, 123_-023, 302876, 15984633, 702630, 193263558
1987, 129_-014, 43263, 1758690, 136406, 14483522
1987, 126_-020, 62371, 15997086, 63164, 130982577
1987, 148_-028, 89999, 15999247, 536672, 216326632
1987, 143_-024, 38373, 15994414, 57247, 224565476
1987, 140_-028, 1080994, 15979724, 3309683, 166573691
1987, 152_-036, 0, 0, 0, 0
1987, 130_-017, 5160, 14970094, 17795, 240771487
1987, 123_-032, 39555, 15999810, 63762, 214066065
1987, 116_-027, 78083, 15991685, 79905, 149546740
1987, 118_-027, 4899, 15991618, 7015, 223090580
1987, 145_-042, 131809, 10031795, 481566, 39795331
1987, 146_-037, 272685, 11695306, 1654608, 107805256
1987, 144_-024, 49773, 15999346, 143348, 318996794
1987, 147_-025, 13230, 14599225, 27086, 209282127
1987, 122_-022, 16499, 15991572, 45064, 172299034
1987, 121_-022, 49846, 15924519, 89750, 202102267
1987, 133_-033, 83272, 3479615, 298847, 23366226
1987, 132_-014, 53383, 15219255, 88897, 194733542
1987, 125_-015, 318925, 6294779, 2609529, 80028949
1987, 121_-028, 60202, 15998374, 103044, 234663963
1987, 144_-023, 65903, 15998876, 104986, 356961548
1987, 136_-013, 218359, 9099220, 701940, 40196621
1987, 121_-026, 30393, 15997119, 47846, 202733166
1987, 121_-024, 4824, 15995403, 7660, 233616661
1987, 135_-032, 1787111, 15953705, 2349411, 158812951
1987, 136_-011, 1, 1, 1, 1
1987, 115_-036, 0, 0, 0, 0
1987, 149_-039, 0, 0, 0, 0
1987, 128_-033, 3859, 159852, 8796, 898576
1987, 145_-021, 21216, 15594040, 60680, 250471034
1987, 147_-044, 132437, 1841381, 342210, 5277550
1987, 122_-018, 17570, 11501415, 33764, 64269125
1987, 114_-022, 362936, 1906764, 957966, 19739536
1987, 129_-012, 0, 0, 0, 0
1987, 138_-020, 6565, 15920183, 18623, 260277192
1987, 143_-016, 7920, 15905751, 17960, 164823690
1987, 115_-025, 23605, 15806289, 29305, 164500964
1987, 126_-029, 1089, 15999954, 1089, 162905430
1987, 126_-015, 157851, 14029169, 1358600, 229137242
1987, 151_-025, 267701, 12177521, 1393343, 109449540
1987, 113_-028, 7713, 406094, 52375, 6255787
1987, 151_-024, 339475, 2216006, 965253, 17241060
1987, 136_-037, 4009, 153941, 7293, 351922
1987, 148_-035, 67319, 14905840, 313550, 90918441
1987, 135_-028, 107465, 15971520, 189970, 257498156
1987, 153_-025, 9204, 242983, 11761, 413364
1987, 141_-033, 28733, 15996446, 158131, 195290293
1987, 145_-041, 22040, 1599720, 41563, 4314282
1987, 124_-021, 138, 15999830, 143, 119926760
1987, 130_-026, 696, 15813760, 1646, 138235036
1987, 122_-015, 0, 0, 0, 0
1987, 153_-031, 55345, 1120183, 240522, 7819981
1987, 135_-024, 4211, 15270127, 5422, 270464082
1987, 149_-033, 120003, 13434171, 436804, 128892298
1987, 133_-032, 639, 15999849, 676, 143753565
1987, 129_-021, 1810, 11108074, 1861, 77705237
1987, 152_-037, 0, 0, 0, 0
1987, 117_-025, 15261, 15598831, 15667, 214577696
1987, 134_-031, 8767, 15997101, 9927, 204911187
1987, 151_-036, 0, 0, 0, 0
1987, 139_-032, 5602, 15771741, 6604, 189704072
1987, 134_-035, 3833, 5754, 7769, 11541
1987, 113_-024, 364419, 5120150, 1154554, 59226412
1987, 150_-025, 35485, 14568165, 173519, 203253865
1987, 143_-026, 35142, 15940383, 114647, 319806082
1987, 115_-020, 0, 0, 0, 0
1987, 138_-023, 140072, 15984503, 215741, 293958018
1987, 121_-021, 7190, 15996559, 8540, 152915148
1987, 116_-023, 44443, 14544033, 62537, 246555174
1987, 120_-035, 0, 0, 0, 0
1987, 138_-032, 95403, 14534710, 98594, 159749802
1987, 136_-027, 47031, 15999711, 60596, 199893799
1987, 134_-023, 95330, 15977174, 121971, 248776275
1987, 149_-042, 0, 0, 0, 0
1987, 148_-044, 1702, 2601, 3507, 5824
1987, 144_-025, 69080, 15905646, 110027, 266943135
1987, 119_-028, 13295, 15994153, 13587, 171552720
1987, 145_-034, 132405, 15957072, 630759, 143571403
1987, 134_-019, 19292, 15998025, 19631, 231737948
1987, 150_-036, 188566, 4929326, 1522646, 50429462
1987, 116_-032, 46584, 15627147, 113810, 81644312
1987, 144_-040, 7112, 481654, 9422, 622894
1987, 123_-016, 4851, 14081, 24715, 104401
1987, 134_-015, 38530, 15515695, 124434, 105156020
1987, 134_-036, 0, 0, 0, 0
1987, 137_-013, 0, 0, 0, 0
1987, 145_-027, 55518, 15998831, 64071, 225936873
1987, 136_-023, 5677, 15911210, 6861, 372791648
1987, 144_-030, 716831, 15999922, 2205466, 256147607
1987, 142_-026, 88180, 15996593, 227342, 255923766
1987, 142_-036, 248692, 15999186, 1026888, 216524507
1987, 144_-041, 39436, 1805480, 41665, 2197245
1987, 148_-034, 37087, 15045871, 320428, 81437983
1987, 133_-023, 65956, 15858487, 77913, 278943478
1987, 113_-026, 120853, 3461608, 685446, 36587153
1987, 145_-019, 35574, 14230808, 112341, 149644010
1987, 151_-026, 69594, 14299195, 137381, 158645259
1987, 118_-023, 70379, 13922498, 277997, 218302561
1987, 139_-020, 10833, 14810846, 53246, 203370600
1987, 134_-012, 19094, 345950, 44668, 895839
1987, 132_-021, 15064, 15999431, 15497, 165293542
1987, 147_-029, 1534434, 15999980, 1936659, 236475350
1987, 128_-020, 6269, 15941705, 28904, 226121194
1987, 137_-033, 128746, 14637902, 491419, 157759275
1987, 137_-011, 0, 0, 0, 0
1987, 133_-026, 125352, 15976695, 159208, 224656471
1987, 142_-029, 1284698, 15968307, 3486748, 199016664
1987, 124_-029, 50045, 15997767, 114663, 180976081
1987, 124_-028, 29574, 15999678, 32943, 188547019
1987, 114_-023, 834354, 13417360, 2180763, 205907372
1987, 148_-027, 22033, 15936157, 63410, 240026002
1987, 145_-024, 6698, 15998591, 12069, 324391374
1987, 152_-028, 346391, 12680026, 2073902, 126365346
1987, 138_-028, 539813, 15998755, 1679385, 162144706
1987, 146_-026, 85096, 15989881, 104383, 315086347
1987, 146_-024, 4215, 15976533, 7591, 191045768
1987, 126_-032, 922, 15995330, 922, 124987246
1987, 115_-032, 89162, 6824685, 571060, 58678303
1987, 138_-039, 0, 0, 0, 0
1987, 145_-039, 71119, 7381237, 136125, 20759021
1987, 135_-013, 144218, 13326556, 491182, 50515912
1987, 126_-021, 1884, 15993155, 3802, 84757106
1987, 132_-013, 770861, 13832915, 2675720, 174461170
1987, 132_-018, 447, 16000000, 447, 167930248
1987, 146_-032, 6420, 15982291, 11989, 215874375
1987, 137_-030, 114025, 15949991, 122347, 130075145
1987, 140_-023, 72983, 15993881, 83022, 277621993
1987, 130_-032, 5861, 9375604, 11738, 54559237
1987, 151_-021, 0, 0, 0, 0
1987, 150_-023, 369710, 7007916, 2057854, 85431119
1987, 124_-022, 232228, 15998808, 502154, 163394573
1987, 148_-037, 234561, 9269325, 2353406, 87859900
1987, 144_-027, 78168, 15995873, 101863, 254969810
1987, 141_-018, 78643, 15999977, 416514, 219503130
1987, 119_-022, 22954, 15077015, 41778, 200886595
1987, 119_-026, 55166, 15995325, 132577, 192014283
1987, 133_-028, 3464, 15985704, 5199, 191313421
1987, 117_-024, 46702, 15288448, 62036, 217897819
1987, 139_-026, 615834, 15999306, 1150781, 267090685
1987, 147_-027, 8209, 15957702, 31534, 203386046
1987, 144_-037, 204269, 15927671, 664990, 98038232
1987, 128_-026, 2132, 15884447, 2612, 269477892
1987, 143_-020, 3817, 15089812, 6090, 272589688
1987, 138_-030, 13910, 15988905, 20244, 198857526
1987, 136_-032, 1015918, 15884789, 1277267, 122862548
1987, 124_-014, 0, 0, 0, 0
1987, 136_-033, 136583, 15733090, 159645, 72303229
1987, 127_-022, 6638, 15998542, 8487, 179139652
1987, 138_-017, 196302, 3805819, 632725, 62959732
1987, 140_-021, 20561, 15590099, 66335, 290378151
1987, 140_-025, 304471, 15999978, 530569, 259360590
1987, 147_-038, 312981, 8487317, 2012261, 49211487
1987, 146_-029, 138201, 16000000, 320353, 215368949
1987, 150_-039, 0, 0, 0, 0
1987, 137_-027, 622356, 15995060, 1143093, 180556212
1987, 134_-026, 58545, 15902414, 91952, 313837314
1987, 121_-033, 711698, 15986030, 1837546, 131446780
1987, 113_-030, 0, 0, 0, 0
1987, 113_-033, 0, 0, 0, 0
1987, 134_-029, 4785, 15989621, 5091, 208327359
1987, 114_-030, 26807, 981051, 185669, 12425586
1987, 153_-024, 0, 0, 0, 0
1987, 151_-035, 31588, 367817, 111595, 1604183
1987, 121_-020, 90903, 8710810, 190649, 74741391
1987, 125_-029, 3584, 15999934, 3585, 169536236
1987, 127_-016, 234898, 15214358, 2103566, 289065598
1987, 125_-017, 18422, 15251252, 42321, 303361709
1987, 131_-011, 0, 0, 0, 0
1987, 131_-022, 2482, 15998885, 2551, 174625561
1987, 132_-023, 38106, 15747871, 54079, 246147513
1987, 120_-026, 51070, 15971776, 78109, 227324145
1987, 117_-022, 23830, 14806776, 123817, 183157116
1987, 122_-020, 634, 9873235, 636, 49880042
1987, 119_-029, 132842, 15992071, 199706, 175054073
1987, 122_-026, 154762, 15996624, 345449, 273090758
1987, 138_-027, 281005, 15998910, 439170, 160516034
1987, 141_-028, 420793, 15972820, 872183, 183737069
1987, 133_-024, 10806, 15104944, 21119, 225356543
1987, 147_-020, 297431, 6360894, 1265717, 61481011
1987, 123_-031, 4346, 15999941, 8134, 218082250
1987, 152_-035, 0, 0, 0, 0
1987, 139_-023, 11232, 15987417, 23829, 280301328
1987, 144_-016, 13886, 13748709, 35265, 121679355
1987, 141_-037, 426104, 15992995, 1658531, 83407257
1987, 130_-023, 7657, 15952920, 13431, 152725614
1987, 128_-024, 125650, 15987342, 268172, 188270138
1987, 146_-020, 87805, 12016267, 771083, 181612072
1987, 134_-021, 3239, 15759664, 7031, 252125577
1987, 153_-032, 7049, 78141, 30564, 758099
1987, 147_-043, 315849, 10846276, 850264, 32115534
1987, 130_-015, 38425, 14866687, 143087, 177252585
1987, 148_-033, 28585, 15671776, 104360, 133455161
1987, 118_-032, 96369, 15998937, 146609, 106906093
1987, 132_-020, 10701, 15988172, 11103, 116708117
1987, 117_-020, 0, 0, 0, 0
1987, 119_-027, 4245, 15998473, 4245, 160593449
1987, 122_-032, 409252, 15998116, 1018369, 195872058
1987, 142_-014, 14100, 15939033, 30966, 130053697
1987, 139_-035, 163901, 15833237, 994025, 99785190
1987, 114_-031, 6961, 61183, 29382, 297717
1987, 122_-019, 3199, 1018619, 4481, 5688035
1987, 145_-029, 112692, 15999978, 244203, 195994435
1987, 113_-021, 0, 0, 0, 0
1987, 141_-038, 89046, 15830151, 230315, 29928333
1987, 115_-035, 46609, 6813249, 91567, 18640099
1987, 138_-025, 86840, 15999680, 119940, 152672041
1987, 119_-033, 37574, 15993763, 48503, 75017477
1987, 144_-012, 0, 0, 0, 0
1987, 119_-034, 113095, 15849744, 177643, 89761232
1987, 150_-027, 169071, 15978491, 350515, 172600775
1987, 114_-032, 0, 0, 0, 0
1987, 131_-029, 709, 15999999, 713, 146026615
1987, 122_-028, 5060, 15999739, 5073, 201093444
1987, 132_-029, 5520, 15999987, 5568, 149394652
1987, 129_-031, 6068, 16000000, 6094, 109531087
1987, 117_-034, 70769, 15987386, 102330, 61841543
1987, 146_-015, 0, 0, 0, 0
1987, 132_-026, 172472, 15975913, 212955, 168070246
1987, 135_-035, 185396, 8525582, 274197, 23695420
1987, 143_-015, 83643, 13697107, 232083, 127417269
1987, 129_-029, 4193, 15999887, 4279, 105523651
1987, 141_-012, 9091, 190922, 19868, 552479
1987, 120_-020, 51693, 3178939, 92087, 32532650
1987, 140_-034, 23000, 15999977, 59055, 129704766
1987, 146_-019, 162677, 2921717, 887997, 26069672
1987, 130_-014, 139938, 14362753, 552560, 127772540
1987, 118_-035, 77247, 11804037, 114911, 43241762
1987, 123_-019, 9203, 8784442, 12874, 89669016
1987, 146_-017, 558, 1216, 2398, 6079
1987, 150_-022, 28381, 96141, 185609, 700895
1987, 136_-035, 22705, 2111376, 36598, 6482210
1987, 134_-014, 5197, 15933747, 7808, 100796897
1987, 138_-034, 103943, 15462283, 230151, 171314735
1987, 119_-036, 0, 0, 0, 0
1987, 144_-017, 16708, 13364824, 61852, 185593341
1987, 146_-030, 629765, 15999902, 953457, 168867778
1987, 131_-034, 0, 0, 0, 0
1987, 120_-036, 0, 0, 0, 0
1987, 129_-023, 44380, 15997379, 82249, 77569519
1987, 129_-032, 10964, 10099825, 22767, 57232874
1987, 122_-036, 0, 0, 0, 0
1987, 142_-012, 77452, 11225165, 154786, 23201067
1987, 126_-033, 12418, 4433482, 47917, 26807828
1987, 130_-022, 79, 15988082, 89, 96234482
1987, 117_-029, 20606, 15995563, 25305, 118613243
1987, 135_-016, 217383, 14768203, 1375189, 181363528
1987, 129_-015, 1460691, 7668180, 3846433, 71433933
1987, 152_-034, 0, 0, 0, 0
1987, 131_-027, 974, 14813351, 1005, 128486627
1987, 145_-016, 38243, 3800403, 131750, 19325448
1987, 127_-027, 3350, 15932405, 3361, 165426058
1987, 135_-031, 88819, 15998594, 145874, 200720631
1987, 136_-034, 25729, 14584881, 80667, 68475236
1987, 142_-037, 211356, 15958055, 566540, 160669359
1987, 135_-018, 1936, 15981677, 3679, 193050444
1987, 142_-015, 31726, 15945156, 64748, 180610389
1987, 126_-016, 27375, 15848770, 121508, 230453754
1987, 125_-027, 8414, 15999880, 8446, 175344104
1987, 118_-022, 27969, 15434459, 58163, 236294535
1987, 138_-021, 9806, 15999207, 17628, 244404688
1987, 143_-037, 60285, 15832222, 253440, 149483525
1987, 130_-029, 265, 16000000, 265, 139754777
1987, 147_-017, 0, 0, 0, 0
1987, 137_-034, 237931, 7049194, 439678, 62800381
1987, 146_-043, 920110, 10635099, 2564567, 61205979
1987, 140_-016, 0, 0, 0, 0
1987, 125_-026, 5342, 15999884, 5380, 243353324
1987, 139_-036, 1501122, 14359721, 7475327, 80253423
1987, 143_-036, 432694, 15999784, 1797130, 143745411
1987, 149_-041, 0, 0, 0, 0
1987, 113_-034, 0, 0, 0, 0
1987, 142_-033, 895320, 15999610, 5339386, 202355834
1987, 132_-024, 29194, 14625447, 36896, 164504641
1987, 139_-019, 39535, 15988460, 180308, 242147541
1987, 143_-034, 24831, 15999733, 32762, 199128519
1987, 127_-018, 6787, 14850735, 8413, 246874290
1987, 125_-034, 0, 0, 0, 0
1987, 147_-040, 17520, 361535, 36349, 471164
1987, 128_-028, 1664, 15999830, 1723, 176293941
1987, 121_-034, 230775, 13626452, 792779, 96572941
1987, 125_-019, 34150, 15773019, 97922, 145144952
1987, 145_-015, 42666, 683677, 115379, 2154202
1987, 147_-042, 60978, 12319042, 193632, 43154854
1987, 141_-030, 121162, 15981301, 368743, 209014653
1987, 116_-034, 35092, 15771228, 69843, 68094909
1987, 136_-028, 442924, 15990728, 659132, 177359999
1987, 137_-031, 564048, 15994129, 955881, 167492230
1987, 137_-035, 23347, 7365350, 35558, 12787695
1987, 149_-031, 101830, 15951004, 297142, 152319034
1987, 140_-032, 3678, 15992756, 5857, 215363718
1987, 118_-031, 107006, 15998828, 243504, 127148532
1987, 134_-033, 58207, 14301175, 126892, 115998572
1987, 144_-043, 0, 0, 0, 0
1987, 124_-024, 4629, 16000000, 4667, 225236503
1987, 139_-025, 411489, 15999918, 1522963, 260470557
1987, 142_-027, 64094, 15954225, 73283, 187192662
1987, 143_-030, 138781, 16000000, 252478, 193154039
1987, 142_-021, 35837, 16000000, 48564, 205965527
1987, 114_-033, 0, 0, 0, 0
1987, 142_-030, 719177, 15987325, 1611092, 221779327
1987, 124_-034, 30121, 639877, 62247, 2595805
1987, 112_-027, 0, 0, 0, 0
1987, 144_-022, 32356, 15997109, 46892, 294688536
1987, 141_-032, 13117, 15853733, 26294, 165738352
1987, 125_-030, 4299, 15999963, 5352, 166998159
1987, 135_-027, 523453, 15955734, 1282219, 286212237
1987, 143_-018, 10870, 15911910, 38088, 221069928
1987, 113_-027, 177277, 5071087, 1094464, 59219056
1987, 114_-027, 22953, 14560131, 117689, 179368065
1987, 140_-036, 7941, 15997730, 8189, 84436891
1987, 135_-012, 25792, 451435, 44197, 914663
1987, 127_-020, 10420, 15996647, 43586, 174129807
1987, 120_-032, 30152, 15999201, 37054, 151141242
1987, 136_-016, 482895, 6055853, 2557594, 69117768
1988, 143_-033, 127065, 15998159, 770617, 239698855
1988, 144_-042, 10575, 2454813, 12085, 2603301
1988, 123_-035, 17190, 43546, 22850, 74050
1988, 129_-016, 911804, 14238583, 5572304, 240738871
1988, 146_-027, 83591, 15995419, 171529, 282011849
1988, 128_-019, 90205, 15829047, 106275, 270765904
1988, 115_-021, 55761, 428202, 469815, 4528869
1988, 149_-029, 83321, 15999509, 368329, 214258162
1988, 145_-044, 42963, 727348, 59726, 909341
1988, 134_-011, 0, 0, 0, 0
1988, 122_-034, 192663, 14643839, 285470, 56089092
1988, 132_-032, 26799, 15502580, 91979, 212655422
1988, 134_-022, 2847, 15956492, 2938, 242084248
1988, 115_-026, 47649, 15989081, 64644, 280870607
1988, 149_-035, 32785, 13883168, 146809, 117909366
1988, 148_-036, 176857, 10018822, 1042517, 93436896
1988, 139_-033, 50259, 15773619, 135847, 195542618
